query_id,query,model,score,cost,prompt_tokens,completion_tokens,total_tokens,prediction,ground_truth
789,A muon has a lifetime of 2 x 10^{-6} s in its rest frame. It is created 100 km above the earth and moves towards it at a speed of 2.97 x 10^8 m/s. At what altitude in km does it decay? Return a numeric number.,Gemini 2.5 Flash,1.0,0.0064345,190,2551,2741,A,A
790,"Who has legal responsibility for a patient's care during hospital admission, stay, and discharge?",Gemini 2.5 Flash,1.0,0.0012822,149,495,644,B,B
791,"This question is based on the following declarations: String strA = ""CARROT"", strB = ""Carrot"", strC = ""car""; Given that all uppercase letters precede all lowercase letters when considering alphabetical order, which is true?",Gemini 2.5 Flash,0.0,0.0064326,317,2535,2852,A,C
792,Cerebrospinal fluid circulates around the brain between the,Gemini 2.5 Flash,1.0,0.0011778,151,453,604,H,H
793,"Third-year student is studying contracts. He has learned that generally all contractual rights may be assigned, but there are some exceptions. Which of the following is not an exception?",Gemini 2.5 Flash,1.0,0.0043101,217,1698,1915,C,C
794,"Which schedule of reinforcement is followed by Soledad, who answers every e-mail message her friend sends?",Gemini 2.5 Flash,1.0,0.0013398,116,522,638,B,B
795,"A highway patrol officer stopped a driver for speeding and found that her license was suspended. He arrested her for driving while under suspension and secured her in the rear seat of the squad car. He then searched the car where he found several bags of cocaine inside a coat that was setting on the rear seat; he arrested her for possession and possession with intent to deliver cocaine. Prior to trial, the driver moved for suppression of the cocaine. Is it likely that the trial court will grant the suppression motion?",Gemini 2.5 Flash,1.0,0.0017693,381,662,1043,A,A
796,"A motorist was traveling at 5 miles per hour when she became distracted, and negligently tapped the rear of another vehicle. A passenger in the struck vehicle had a rare medical condition that made her highly vulnerable to any slight physical impact or intrusion. The minimal impact caused the passenger to lightly bump her shoulder against the door, which triggered her rare immunosuppressant disease to surface. The passenger became permanently incapacitated from the impact. She sued the negligent motorist for all of her injuries. A physician submitted a report stating that the collision was a substantial factor in causing the disability. Has the plaintiff stated a claim for relief under prevailing legal principles?",Gemini 2.5 Flash,1.0,0.0026259,378,1005,1383,H,H
797,"On the basis of oxidation-reduction potential, which of the following is most likely to occur?",Gemini 2.5 Flash,1.0,0.0051285,370,2007,2377,D,D
798,A sealed glass bulb contained helium at a pressure of 750 mm Hg and 27°C. The bulb was packed in dry ice at - 73°C. What was the resultant pressure of the helium?,Gemini 2.5 Flash,1.0,0.0012333,186,471,657,D,D
799,"Using the bond energy table below, determine the enthalpy - - ofethane at STP. Assume that the enthalpy of solid carbon andH_2 gas is zero under these conditions. BOND ENERGIES IN KCAL/G MOLE Bond Energy Bond Energy H-H 104.2 H-I 71.4 C-C 83.1 C-N 69.7 Cl-Cl 58.0 C-O 84.0 Br-Br 46.1 C-Cl 78.5 I-I 36.1 C-Br 65.9 C-H 98.8 C-I 57.4 N-H 93.4 O-O 33.2 O-H 110.6 N\equivN 226 H-Cl 103.2 C=C 147 H-Br 87.5 C\equivC 194",Gemini 2.5 Flash,0.0,0.0047871,357,1872,2229,I,H
800,Which of the following types of electromagnetic radiation has the longest wavelength?,Gemini 2.5 Flash,0.0,0.0008489,113,326,439,C,G
801,"A drop of water is allowed to fall into dry still air at 1atmpressure with a velocity of 225 cm sec^-1.The drop is sphericalin shape with 0.03cm diameter. The temperature of airis 145°F and the surface temperature of the drop is 70°F. The vapor pressure of water at 70°F is 0.0247 atm. Assuming pseudo steady state process, calculate the net rateof evaporation from the water drop.",Gemini 2.5 Flash,1.0,0.0111101,342,4403,4745,F,F
802,"Consider a strategy of the form $(\gamma, 0, 0)$ for the investment wheel. Show that the overall factor multiplying your money after $n$ steps is likely to be $(1+2\gamma)^{n/2}(1-\gamma)^{n/2}$. Find the value of $\gamma$ that maximizes this factor.",Gemini 2.5 Flash,1.0,0.0015716,197,605,802,B,B
803,"The density, \rho of air at STP is 0.00129 g/cm^3 , the specific heat capacity at constant pressure is 0.238 cal/g - 0K, and the ratio of the principal specific heats is 1.40. what is the mechanical equivalent of heat?",Gemini 2.5 Flash,1.0,0.0024969,298,963,1261,G,G
804,"What is the due date of a federal estate tax return (Form 706), for a taxpayer who died on May 15, year 2, assuming that a request for an extension of time is not filed?",Gemini 2.5 Flash,1.0,0.000517,215,181,396,H,H
805,With which of the following techniques were the native navigators of the Pacific NOT familiar?,Gemini 2.5 Flash,1.0,0.0009074,133,347,480,C,C
806,A relative maximum value of the function y = (ln x)/x is,Gemini 2.5 Flash,1.0,0.0015609,128,609,737,H,H
807,Carbon dioxide decomposes into carbon monoxide and oxygenby the following reaction: CO_2 \rightleftharpoons CO + (1/2)O_2. Calculate the equilibrium compositions and the extent of reactionat 5301°F and 1 atm. Assume thatK_punder these conditionsis equal to 0.647.,Gemini 2.5 Flash,1.0,0.0052838,646,2036,2682,D,D
808,When disposable income increases by $X,Gemini 2.5 Flash,1.0,0.0012943,156,499,655,D,D
809,"This question refers to the following information.
""If any person or persons shall, from and after the passing of this act, by force and violence, take and carry away, or cause to be taken or carried away, and shall, by fraud or false pretense, seduce, or cause to be seduced, or shall attempt so to take, carry away or seduce, any negro or mulatto, from any part or parts of this commonwealth, to any other place or places whatsoever, out of this commonwealth, with a design and intention of selling and disposing of, or of causing to be sold, or of keeping and detaining, or of causing to be kept and detained, such negro or mulatto, as a slave or servant for life, or for any term whatsoever, every such person or persons, his or their aiders or abettors, shall on conviction thereof, in any court of this commonwealth having competent jurisdiction, be deemed guilty of a felony.""
—Excerpt from Pennsylvania law, 1826
Critics challenged the constitutionality of this 1826 law in the Supreme Court on the grounds that it",Gemini 2.5 Flash,1.0,0.0022438,446,844,1290,G,G
810,"A rocket has an initial mass of $7 \times 10^4 \mathrm{~kg}$ and on firing burns its fuel at a rate of 250 $\mathrm{kg} / \mathrm{s}$. The exhaust velocity is $2500 \mathrm{~m} / \mathrm{s}$. If the rocket has a vertical ascent from resting on the earth, how long after the rocket engines fire will the rocket lift off? What is wrong with the design of this rocket?",Gemini 2.5 Flash,1.0,0.0028711,262,1117,1379,G,G
811,"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",Gemini 2.5 Flash,1.0,0.000913,210,340,550,F,F
812,What is (sin(2x) / x)^(1+x) when x is approaching 0?,Gemini 2.5 Flash,1.0,0.0007617,139,288,427,B,B
813,Determine all the modes that can be transmitted in a rectangularwaveguide with a cross-section of 0.04 × 0.07m. Assume the guide excited at 3(10^9) cps and at 6(10^9) cps.,Gemini 2.5 Flash,1.0,0.0193781,402,7703,8105,H,H
814,"If a particular character in a certain species of animal were always transmitted from the mother to the offspring, but never from the father to the offspring, what could you conclude about its mode of inheritance?",Gemini 2.5 Flash,1.0,0.0015415,205,592,797,G,G
815,"Occasionally a boy is born withundescendedtestes (cryptorchidism), and he will be sterile unless they are surgically caused to descend into the scrotum. Explain the reason for this.",Gemini 2.5 Flash,1.0,0.0019914,238,768,1006,A,A
816,The auditory tube,Gemini 2.5 Flash,1.0,0.0030485,145,1202,1347,A,A
817,"In Python 3, what is the output of ['Hi!'] * 4?",Gemini 2.5 Flash,1.0,0.0011029,193,418,611,F,F
818,"Mr. Darnell purchased 20 shares of American Telephone andTelegraph common stock at $182.50 per share. Two monthslater, he sold the stock at $168.75 per share. What washis loss per share?Total loss?",Gemini 2.5 Flash,1.0,0.0005317,214,187,401,C,C
819,What does Australia have in common with the rest of the world during the Holocene epoch?,Gemini 2.5 Flash,0.0,0.0026019,148,1023,1171,A,B
820,What is the primary method of dietary assessment used in epidemiological studies?,Gemini 2.5 Flash,1.0,0.0015494,123,605,728,A,A
821,Describe the function of the lateral-line system in fishes.,Gemini 2.5 Flash,1.0,0.0012918,256,486,742,G,G
822,"Calculate the absolute pressure for a system, given a gauge pressure of 1.5MPaand a barometric pressure (atmospheric pressure) of 104kPa.",Gemini 2.5 Flash,1.0,0.0009548,166,362,528,C,C
823,"A piston-cylinder device has an initial contained volume of 0.1 ft^3 and contains steam at an initial state of 160 psia, 500°F. The steam is then expanded to 20 psia, and as a result of this process 0.50 Btu of heat is transferred to the system. Assuming atmospheric conditions to be 14.7 psia, 80°F calculate (a) the actual useful work done by the system, and (b) the change in availability during the process.",Gemini 2.5 Flash,0.0,0.0388465,330,15499,15829,E,F
824,"A box contains 7 red, 5 white, and 4 black balls. What is the probability of your drawing at random one red ball? One black ball?",Gemini 2.5 Flash,1.0,0.0007926,292,282,574,E,E
825,What is the net price of a calculator list-priced at $100.00 and discounted at 40% and 25%?,Gemini 2.5 Flash,1.0,0.0007095,140,267,407,C,C
826,"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understand—as though speaking in our name—what he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The two letters best support which of the following conclusions?",Gemini 2.5 Flash,0.0,0.0012178,376,442,818,B,D
827,The concentration of cholesterol dissolved in chloroform is 6.15 g per 100 ml of solution. (a) A portion of this solution in a 5-cmpolarimetertube causes an observed rotation of -1.2°. Calculate the specific rotation of cholesterol. (b) Predict the observed rotation if the same solution were placed in a 10-cm tube. (c) Predict the observed rotation if 10 ml of the solution were diluted to 20 ml and placed in a 5-cm tube.,Gemini 2.5 Flash,1.0,0.0023207,344,887,1231,A,A
828,"A plate at 60°C, is cooled by forced convection from an airstream. The steady flow velocity of the air stream is observed to be 2m/sec with the temperature and pressure as 27°C and 1 atm., respectively. Find the heat transfer per unit width from the leading edge to a distance of (a) 20 cm, and (b) 40 cm. Also find (c) the drag force over the 40 cm distance.",Gemini 2.5 Flash,1.0,0.0039244,373,1525,1898,B,B
829,discuss these two points of view andgive evidence for both sides.,Gemini 2.5 Flash,1.0,0.0024039,238,933,1171,I,I
830,The VSWR (voltage standing wave ratio) on a 50-Ohm (characteristic impedance) transmission line is 2. The distance between successive voltage minima is 40 cm while the distance from the load to the first minima is 10 cm. What is the reflection coefficient and load impedance?,Gemini 2.5 Flash,1.0,0.0130053,401,5154,5555,I,I
831,"Gwen wrote the number pattern below on a piece of paper. 1, 5, 9, 13 What are the next two terms in Gwen’s pattern?",Gemini 2.5 Flash,1.0,0.000938,185,353,538,H,H
832,Removal of adhesive strips:,Gemini 2.5 Flash,1.0,0.0014975,150,581,731,B,B
833,"In 1985, a landowner, the undisputed owner of an apartment building, leased it to a tenant for a term of seven years. Rent was to be paid in installments due on the first day of each month. One year later, in 1986, the landowner died leaving no heirs. In her will, the landowner left her entire estate to the Girl Scouts of America. The apartment building was not specifically mentioned in the will. One month after the landowner died, the tenant, having learned of the landowner's death, decided to remain on the property, but stopped paying rent. The Girl Scouts of America organization was unaware of the landowner's gift to the organization until 2009, when attorneys for the organization conducted an inventory of testamentary gifts to the Girl Scouts of America, which revealed that they had a claim to ownership of the apartment building. The statutory period for adverse possession in this jurisdiction is 20 years. In an ejection action by the Girl Scouts of America against the tenant, the organization will prevail",Gemini 2.5 Flash,0.0,0.0075705,435,2976,3411,F,A
834,The resolving power of the eye is 1 minute of arc. What is the cor-responding dimension on the retina?,Gemini 2.5 Flash,1.0,0.0012354,143,477,620,I,I
835,It is characteristic of brief crisis-oriented therapy to,Gemini 2.5 Flash,1.0,0.00122,200,464,664,D,D
836,"Five years after being shot in the right thigh, a 21-year-old man comes to the emergency department because of a buzzing sensation adjacent to the scar. At the time of the initial wound, he was discharged after 6 hours of observation with no fractures or soft-tissue swelling. A loud murmur is heard on auscultation; there is a thrill. He has dilated varicose veins with incompetent valves in the lower leg. Which of the following is the most likely diagnosis?",Gemini 2.5 Flash,1.0,0.0013592,214,518,732,D,D
837,"A rock drops onto a pond with a smooth surface. A few moments later, the wave produced by the rock’s impact arrives at the shore, touching the ankles of a wading child. Which of the following observations provides evidence that the portion of the wave hitting the child’s ankles carries less energy than the wave did when it was first created by the rock’s impact?",Gemini 2.5 Flash,1.0,0.0016445,240,629,869,H,H
838,A 42-year-old man comes to the physician for a follow-up examination 1 week after he passed a renal calculus. X-ray crystallographic analysis of the calculus showed calcium as the primary cation. Physical examination today shows no abnormalities. A 24-hour collection of urine shows increased calcium excretion. Which of the following is the most appropriate pharmacotherapy?,Gemini 2.5 Flash,1.0,0.002042,215,791,1006,F,F
839,"On August 1, a mother hired a photographer to take a series of photographs of her two-year-old daughter. The written contract called for the photographer ""to produce a minimum of six acceptable photographs by August 15. "" In exchange, the photographer was to be paid $200. Which of the following is the LEAST accurate statement with regard to the photographer's taking of the photographs?",Gemini 2.5 Flash,0.0,0.0046154,393,1799,2192,D,A
840,"The plates of a parallel plate capacitor are 5 mm apart and 2m^2 in area. The plates are in vacuum. A potential dif-ference of 10,000 volts is applied across the capacitor. Compute (a) the capacitance, (b) the charge on each plate, and (c) the electric intensity.",Gemini 2.5 Flash,1.0,0.0190135,570,7537,8107,H,H
841,"With respect to the relationship between achievement and anxiety in schoolchildren, it appears that",Gemini 2.5 Flash,1.0,0.0019272,224,744,968,C,C
842,Which of the following statements is most consistent with a capitalist market economy?,Gemini 2.5 Flash,0.0,0.0008354,143,317,460,B,A
843,In the equation GDP = C + I + G + X X stands for,Gemini 2.5 Flash,1.0,0.0009369,123,360,483,B,B
844,"Distinguish between the terms ""in situ,\textquotedblright ""in vitro,"" and ""invivo.""",Gemini 2.5 Flash,1.0,0.0016605,510,603,1113,G,G
845,"Within Critical Security Studies, what is the referent object of security?",Gemini 2.5 Flash,0.0,0.0014718,131,573,704,B,E
846,A chemist dissolvesPbSin water . TheK_spis found to be 1 × 10-^28 . What is themolarityof each ion in solution ?,Gemini 2.5 Flash,1.0,0.0007261,212,265,477,C,C
847,"An automobile battery produces a potential difference (or ""voltage"") of 12 volts between its terminals. (It really consists of six 2 volt batteries following one after the other.) A headlightbulb is to be connected directly across the terminals of the battery and dissipate 40 watts of joule heat. What current will it draw and what must its resistance be?",Gemini 2.5 Flash,1.0,0.0012746,257,479,736,E,E
848,The red glow in the neon tube of an advertising sign is a result of,Gemini 2.5 Flash,1.0,0.0015048,116,588,704,D,D
849,What is the consequenceof permanent inflation for the What is the consequence interest rates?,Gemini 2.5 Flash,0.0,0.0019369,173,754,927,F,B
850,"Suppose that feedback is used on a binary symmetric channel with parameter $p=0.5$. Each time a $Y$ is received, it becomes the next transmission. Thus $X_1$ is Bern(1/2), $X_2=Y_1$, $X_3=Y_2$, \ldots, X_n=Y_{n-1}. Find $\lim_{n\to\infty} \frac{1}{n} I(X_n;Y_n)$ in bits.",Gemini 2.5 Flash,1.0,0.0044343,231,1746,1977,H,H
851,The rules that govern the placement of words and phrases in a sentence are called,Gemini 2.5 Flash,1.0,0.0010561,112,409,521,H,H
852,What is the amount of work required a) to freeze 100g of water at 0°C when the temperature of the surroundings is 25°C? b) to withdraw the same amount of heat from a body at 10^-5°K when the surroundings is 1°K? Assume perfect thermodynamic efficiency.,Gemini 2.5 Flash,1.0,0.0037345,365,1450,1815,E,E
853,Describe the usage of a standard computer terminal in terms of its keyboard for input and screen for output.,Gemini 2.5 Flash,1.0,0.0023742,339,909,1248,D,D
854,What is the resultant force on a body weighing 48 lb when its acceleration is 6 ft/sec^2?,Gemini 2.5 Flash,1.0,0.0016626,142,648,790,C,C
855,A barometer that uses water instead of mercury will be,Gemini 2.5 Flash,1.0,0.001973,110,776,886,E,E
856,Which of the following is NOT among the top 10 causes of death in the U. S.?,Gemini 2.5 Flash,1.0,0.0016692,114,654,768,E,E
857,"Two spheres of net charge +5e and -6e briefly come into contact. Afterward, which of the following is a possible combination of net charges for the two spheres?",Gemini 2.5 Flash,0.0,0.0042602,184,1682,1866,A,B
858,"In a suit by an investor against a speculator, a relevant fact is the price of gold as quoted on a specific date 20 years ago. The investor calls a librarian to authenticate the microfilm copy of a newspaper from that date. This copy, kept in the archives of the public library, is the only record of that particular issue of the newspaper. The microfilm is",Gemini 2.5 Flash,1.0,0.0032028,226,1254,1480,G,G
859,What one of the following is not a characteristic of the job characteristics model?,Gemini 2.5 Flash,1.0,0.0041005,110,1627,1737,E,E
860,We were first able to accurately measure the diameter of Pluto from:,Gemini 2.5 Flash,1.0,0.0015985,195,616,811,D,D
861,"The circular flow model of pure capitalism does not include an entire set of transactions which normally occur in a ""real-life"" economy. What set does it leave out?",Gemini 2.5 Flash,0.0,0.001813,135,709,844,D,C
862,Which of the following is true about the carpal tunnel syndrome?,Gemini 2.5 Flash,1.0,0.0013312,179,511,690,B,B
863,Why would you not expect conjugation among a group of paramecia that had descended from a single individual through repeated fission?,Gemini 2.5 Flash,1.0,0.0017842,214,688,902,C,C
864,What is collusion?,Gemini 2.5 Flash,1.0,0.0011115,180,423,603,I,I
865,"The principal of a school is interested in estimating the average income per family of her students. She selects a random sample of students and collects information about their family income. A 95 percent confidence interval computed from this data for the mean income per family is ($35,095, $45,005). Which of the following provides the best interpretation of this confidence interval?",Gemini 2.5 Flash,1.0,0.0026357,519,992,1511,D,D
866,"A container ship has a cross-sectional area of 3,000 m^2 at the water line when the draft is 9m. What weight of containers can be added before the normal draft of 9.2m is reached. Assume salt water of weight density 10kN/m^3.",Gemini 2.5 Flash,1.0,0.0006921,207,252,459,E,E
867,"A spherical shell of paraffin is contained between two spherical conductors. The inner sphere has a radius of 0.60 meter, and the inner radius of the outer sphere is 0.70 meter. (a) What is the capacitance of the space between the conductors? (b) What is the largest electric potential difference which may be applied to the system if dielectric breakdown is to be avoided? (c) If the electric potential difference of (b) could be established between the two spheres, how much energy would be stored in the electric field? (d) If the heat loss from a particular building under certain conditions is 40,000 Btu per hour, for how long would the energy in the electric field of (c) maintain the temperature in this building if this energy were released?",Gemini 2.5 Flash,1.0,0.0163954,643,6481,7124,E,E
868,"A decision has to be made whether a baseband signal should be modulated using delta modulation or pulse code modulation technique. If the signal- to- noise ratio, (S_o / N_q) where N_q = quantization noise and S_o = output signal power, during transmission for both mo-dulations should be at least 30 dB, determine the bandwidths ratio for PCM to DM (Hint: [(BW_pcm) / (BW_DM)] = [(f_mN) / (1 / 2\tau)] where N is the number of binary digits needed to assign individual binary code designation to the M quantization levels.",Gemini 2.5 Flash,1.0,0.0338889,513,13494,14007,E,E
869,"Carbon dioxide from an aqueous solution has to be removed by an air stream flowing at 3.0 ft/sec using 3 in. internal diameter wetted wall column. At one point in the column the CO_2 concentration in air stream is 1 mole percent and in the water is 0.5 mole percent. If the column is operated at 10 atmand 80°F, find the gas-phase mass transfer coefficient and the mass flux at that point in the column.",Gemini 2.5 Flash,0.0,0.0397297,374,15847,16221,J,I
870,If the objective of an auditor's test of details is to detect the overstatement of sales the auditor should trace transactions from the,Gemini 2.5 Flash,1.0,0.001421,195,545,740,E,E
871,"A resort computes its guest fees on the basis of the duration of the visit (D) , plus the amount of time spent in the steam-massage room. Tom spends 4 days at the resort and 10 hours in the steam-massage room. In a 7 day stay, Jane spends 30 hours with masseurs. Their bills are $500. and $1,125, respectively. The cost of a visit (C) is given by the following linear equation: C =xD+yH. Find the values of the constants x and y.",Gemini 2.5 Flash,1.0,0.001553,310,584,894,B,B
872,A 50 ml solution of sulfuric acid was found to contain 0.490 g of H_2SO_4. This solution was titrated against a sodium hydroxide solution of unknown concentration. 12.5 ml of the acid solution was required to neutralize 20.0 ml of the base. What is the concentration of the sodium hydroxide solution.,Gemini 2.5 Flash,1.0,0.0017225,225,662,887,A,A
873,Depreciation of the dollar is most likely to,Gemini 2.5 Flash,1.0,0.0009764,113,377,490,H,H
874,"A long cylindrical log of specific gravity (2/3) will float in water with its axis horizontal. As its length gradually is reduced it will float in the same position. If its length is reduced so that it is only a fraction of its diameter, it will float with its axis vertical. What is its diairieter-to-length ratio for which it will just float with its axis vertical?",Gemini 2.5 Flash,1.0,0.0031284,203,1227,1430,C,C
875,"A man conveys to his wife's cousin a property to ""cousin and the heirs of his body."" He then conveys the same property to his niece in fee simple. Under modern real estate laws and practice in most states today, what interest if any does his niece have?",Gemini 2.5 Flash,1.0,0.0016227,234,621,855,A,A
876,"Two large tanks, each contain a mixture of nitrogen (A) and oxygen(B), but at different concentrations. Tank 1 has 85 molepercent N_2 and 15 mole percent O_2, while tank 2 has 25 mole percent N_2 and 75 mole percent O_2. A tube 1.5 m long with an inside diameter of 0.150 m connects the two tanks. If the pressure is 1atmand the temperature is 0°C, calculate the rate of diffusion of N_2 between the tanks assuming steady state transfer.",Gemini 2.5 Flash,1.0,0.002809,355,1081,1436,F,F
877,"A 30-year-old woman comes to the physician because of a 2-day history of abdominal pain. She has a history of recurrent upper respiratory tract infections, sinusitis, and pancreatitis. She has thick nasal secretions. She says that her sweat is salty and crystallizes on her skin. Her vital signs are within normal limits. Physical examination shows epigastric tenderness. Genetic testing for the 36 most common mutations shows a detectable mutation (G551D) in one allele of the CFTR gene. Which of the following best explains this patient's clinical phenotype?",Gemini 2.5 Flash,1.0,0.001894,330,718,1048,G,G
878,"Suppose $E \subset(0,2 \pi) is a measurable set. \left\{\xi_n
ight\}$ is an arbitrary sequence of real numbers. If the Lebesgue measure of E is 2, what is $\lim _{n 
ightarrow \infty} \int_E \cos ^2 (n x+\xi_n ) dx$? Return the numeric.",Gemini 2.5 Flash,1.0,0.0021143,206,821,1027,E,E
879,Anscombe criticizes Butler on the grounds that:,Gemini 2.5 Flash,0.0,0.0004273,191,148,339,C,F
880,Alfred and Ben don't know each other but are each considering asking the lovely Charlene to the school prom. The probability that at least one of them will ask her is 0.72. The probability that they both ask her is 0.18. The probability that Alfred asks her is 0.6. What is the probability that Ben asks Charlene to the prom?,Gemini 2.5 Flash,1.0,0.0011615,205,440,645,H,H
881,Virtually all of the crops important in the European Neolithic:,Gemini 2.5 Flash,0.0,0.0015794,173,611,784,I,B
882,"Suppose X and Y are random variables with E(X) = 312, var(X) = 6, E(X) = 307, and var(Y) = 8. What are the expected value and variance of the random variable X + Y?",Gemini 2.5 Flash,0.0,0.0020698,341,787,1128,C,G
883,"Classify each of the following as a member of the methane series, the ethylene series, or the acetylene series: C_12H_26, C_9H_16, C7H_14 , C_26H_54.",Gemini 2.5 Flash,1.0,0.0019503,601,708,1309,I,I
884,A record sells for $3.24. There is a 35% markup based on the selling price. Find the cost of the record.,Gemini 2.5 Flash,1.0,0.000968,160,368,528,I,I
885,"You are given Mendel ' s original data on the inheritance of yellow versus green cotyledons. In his experiment, 8023 individuals were scored. Of the 8023, 6022 were yellow and 2001 were green. We expect that yellow and green will appear in a 3:1 ratio respectively. Using the chi-square test (X^2), how well does Mendel's data fit our proposed ratio?",Gemini 2.5 Flash,1.0,0.0015313,296,577,873,J,J
886,Explain what is known as the 'Count and/or Compare' methodof stopping a computer job.,Gemini 2.5 Flash,1.0,0.0016294,298,616,914,C,C
887,"The molar volume of mercury at P = 0 and T = 273°K is 14.72 cm^3 mol^-1 , and the compressibility is \beta = 3.88 × 10^-11 m^2 N^-1. If \beta is assumed to be constant over the pressure range, calculate the free energy change for the compression of mercury from 0 to 3000 kg cm^-2.",Gemini 2.5 Flash,1.0,0.0039818,256,1562,1818,F,F
888,A gas of molecular weight 58 was found to contain 82.8% C and 17.2% H. What is the molecular formula of this com-pound?,Gemini 2.5 Flash,1.0,0.0012371,182,473,655,G,G
889,"A 46-year-old woman, gravida 1, para 1, comes to the office because of a 2-week history of black discharge from her right nipple. The patient had mammography and ultrasonography of the breasts 2 months ago for evaluation of increased glandularity, palpated in the upper outer quadrant of the right breast, noted at her most recent annual examination. The studies showed likely benign findings with recommended follow-up in 6 months. Medical history is otherwise unremarkable and she takes no medications. BMI is 30 kg/m2 . Vital signs are normal. Palpation of the right breast discloses glandularity in the upper outer quadrant but no other masses. There is scant, black discharge from the right nipple. Which of the following is the most appropriate next step in diagnosis?",Gemini 2.5 Flash,1.0,0.0019659,303,750,1053,B,B
890,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~X ⊃ Y
Y ⊃ Z
~Z / ~X",Gemini 2.5 Flash,0.0,0.0046319,273,1820,2093,E,H
891,Calculate the momentum uncertainty of an electron within the smallest diameter of a hydrogen atom in kg m/s.,Gemini 2.5 Flash,0.0,0.0055611,162,2205,2367,J,A
892,Describe the differences between an element and a compound.,Gemini 2.5 Flash,1.0,0.0018744,273,717,990,I,I
893,Obtain the 9's and 10's complements of the following decimalnumbers: (a) 13579(b) 90090(c) 09900(d) 10000(e) 0000,Gemini 2.5 Flash,1.0,0.0019322,1324,614,1938,J,J
894,"A man and a woman are tennis partners who play regularly. Last January, the man slipped and fell while restocking grocery shelves at work. The man is suing the grocery store for damages, claiming that he suffers from pain in his back and legs as a result of the accident. At trial, the woman testified that five days prior to the accident, the man told her, ""I can't complete the tennis match because of pains in my back and legs. ""The trial judge should rule this testimony",Gemini 2.5 Flash,0.0,0.0022768,256,880,1136,D,F
895,Which is NOT a criticism of Piaget’s theory of cognitive development?,Gemini 2.5 Flash,1.0,0.0030288,246,1182,1428,A,A
896,"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",Gemini 2.5 Flash,0.0,0.0005379,168,195,363,I,H
897,"Suppose the production process is lengthy and 75% of the capital input at present is dependent on the output in the next period, and 25% is dependent on the output in the period thereafter. The technical capital / output ratio is 3. Furthermore, business reacts cautiously to capital shortages; it will only provide capital for 80% of the present gap and 10% of the preceding gap. Can you describe thisdistributed lag accelerator process?",Gemini 2.5 Flash,1.0,0.0025532,344,980,1324,H,H
898,Suppose you wish to compare the AP Statistics exam results for the male and female students taking AP Statistics at your high school. Which is the most appropriate technique for gathering the needed data?,Gemini 2.5 Flash,1.0,0.0019414,138,760,898,D,D
899,Which approach or perspective dominates post-Cold War Security Studies?,Gemini 2.5 Flash,0.0,0.0015162,179,585,764,A,C
900,What are the general contentions as to whether or not aggressiveness is instinctual?,Gemini 2.5 Flash,1.0,0.0008537,204,317,521,G,G
901,"How long would it take a car, starting from rest and accelerating uniformly in a straight line at 5 m/s^2, to cover a distance of 200 m ?",Gemini 2.5 Flash,1.0,0.0011225,175,428,603,C,C
902,Which one of the following statements best describes the algebraic representation of the fitted regression line?,Gemini 2.5 Flash,1.0,0.0024151,342,925,1267,F,F
903,"For an electron in a certain rectangular well with a depth of $20.0 \mathrm{eV}$, the lowest energy level lies $3.00 \mathrm{eV}$ above the bottom of the well. Find the width of this well. Hint: Use $\tan \theta=\sin \theta / \cos \theta$",Gemini 2.5 Flash,0.0,0.0221624,233,8837,9070,\text{0.264 nm},H
904,"What is the focal length, of a combination of two thin convex lenses, each of focal length f, placed apart at a distance of (2f / 3)?",Gemini 2.5 Flash,1.0,0.0013531,177,520,697,E,E
905,"In the traditional hierarchy of status and precedence, which of these members of the upper class are in the right order (from highest to lowest status)?",Gemini 2.5 Flash,0.0,0.0022763,246,881,1127,H,J
906,"The Stadlow family, consisting of two adults and two children, went to the amusement park. The rides at the park are 75 cents for adults and 50 cents for children. Mr. Stadlow has $10, how many rides can the family go on?",Gemini 2.5 Flash,1.0,0.0003932,169,137,306,F,F
907,"A woman was in a public restroom at a mall. While the woman was at the sink, a man entered the restroom and told her not to make a sound. Frightened, the woman ran to an open window in the bathroom and jumped onto the fire escape. As she exited down the fire escape, the woman accidentally fell, bruising her legs. Which of the following crimes, if any, would the man most likely be convicted of?",Gemini 2.5 Flash,0.0,0.002295,200,894,1094,B,I
